Date,BTC_Close,Daily_Return,SMA_21,SMA_50
2024-09-29,65635.3046875,-0.003829909793174213,61737.85472470238,60216.483359375
2024-09-30,63329.5,-0.035130555094979754,62038.32924107143,60308.683671875
2024-10-01,60837.0078125,-0.039357521968434894,62190.15290178572,60338.333515625
2024-10-02,60632.78515625,-0.0033568819965540397,62346.80115327381,60338.797890625
2024-10-03,60759.40234375,0.0020882627636797935,62472.15308779762,60379.240546875
2024-10-04,62067.4765625,0.021528753876634443,62543.39955357143,60469.388125
2024-10-05,62089.94921875,0.0003620681473552878,62642.677083333336,60533.305
2024-10-06,62818.953125,0.011741093613744757,62815.825520833336,60600.104609375
2024-10-07,62236.66015625,-0.009269383518558882,63008.404203869046,60675.158515625
2024-10-08,62131.96875,-0.001682150134457161,63095.23418898809,60727.928828125
2024-10-09,60582.1015625,-0.024944762232405493,63044.397135416664,60759.315
2024-10-10,60274.5,-0.005077433013489285,62917.44680059524,60741.301171875
2024-10-11,62445.08984375,0.036011743668549645,62881.83314732143,60782.5646875
2024-10-12,63193.0234375,0.011977460447594401,62872.22284226191,60764.538046875
2024-10-13,62851.375,-0.005406426515387475,62834.25446428572,60737.985703125
2024-10-14,66046.125,0.050830232433260125,62963.603236607145,60772.23734375
2024-10-15,67041.109375,0.015064992457922477,63094.03850446428,60855.446328125
2024-10-16,67612.71875,0.008526251733136592,63306.87537202381,61017.618046875
2024-10-17,67399.8359375,-0.0031485616380424464,63412.533296130954,61185.062265625
2024-10-18,68418.7890625,0.015118035686984221,63537.68210565476,61365.674453125
2024-10-19,68362.734375,-0.0008192879217548965,63655.54334077381,61550.539609375
2024-10-20,69001.703125,0.009346740674458287,63815.84802827381,61751.175703125
2024-10-21,67367.8515625,-0.023678423698328066,64008.150483630954,61952.02296875
2024-10-22,67361.40625,-9.567341618454961e-05,64318.83612351191,62117.001484375
2024-10-23,66432.1953125,-0.01379441121005398,64594.99851190476,62297.024921875
2024-10-24,68161.0546875,0.02602442034118191,64947.45814732143,62500.815234375
2024-10-25,66642.4140625,-0.022280180844656217,65165.31231398809,62710.45375
2024-10-26,67014.6953125,0.00558625096700216,65399.82403273809,62971.772578125
2024-10-27,67929.296875,0.01364777618155344,65643.17373511905,63247.564765625
2024-10-28,69907.7578125,0.029125296867722028,66008.46409970238,63548.88859375
2024-10-29,72720.4921875,0.04023493905417541,66512.67950148809,63862.907734375
2024-10-30,72339.5390625,-0.005238593875544262,67072.55747767857,64156.724296875
2024-10-31,70215.1875,-0.029366396164960396,67545.92354910714,64414.164609375
2024-11-01,69482.46875,-0.010435331387529279,67881.03683035714,64641.27375
2024-11-02,69289.2734375,-0.0027804900426771084,68171.33444940476,64815.633203125
2024-11-03,68741.1171875,-0.00791112711687536,68451.79836309524,64990.353125
2024-11-04,67811.5078125,-0.013523338185854272,68535.86421130953,65162.9265625
2024-11-05,69359.5625,0.02282879023690776,68646.26674107143,65386.26765625
2024-11-06,75639.078125,0.09053568676993895,69028.47433035714,65692.8784375
2024-11-07,75904.859375,0.003513808689745934,69433.47544642857,65977.98203125
2024-11-08,76545.4765625,0.008439738809541852,69820.46056547618,66250.082421875
2024-11-09,76778.8671875,0.0030490452928257916,70221.22879464286,66521.800234375
2024-11-10,80474.1875,0.048129393514959595,70767.53757440476,66863.3871875
2024-11-11,88701.484375,0.10223522760015435,71783.42485119047,67364.44265625
2024-11-12,87955.8125,-0.008406532091926988,72764.11086309524,67856.962890625
2024-11-13,90584.1640625,0.029882636380625716,73914.20461309524,68382.606796875
2024-11-14,87250.4296875,-0.03680261786927608,74823.22247023809,68864.7525
2024-11-15,91066.0078125,0.04373133907381366,75986.25074404762,69382.452265625
2024-11-16,90558.4765625,-0.005573223886622736,77107.38318452382,69877.808515625
2024-11-17,89845.8515625,-0.007869224693816235,78151.02864583333,70356.972578125
2024-11-18,90542.640625,0.007755383808848215,79133.64211309524,70855.119296875
2024-11-19,92343.7890625,0.019892819836786257,80068.08482142857,71435.405078125
2024-11-20,94339.4921875,0.02161166598491282,81115.70163690476,72105.454765625
2024-11-21,98504.7265625,0.044151545428309014,82462.82254464286,72862.89359375
2024-11-22,98997.6640625,0.005004201495724558,83868.30803571429,73627.658828125
2024-11-23,97777.28125,-0.012327389984975179,85224.87983630953,74341.854921875
2024-11-24,98013.8203125,0.002419161787646784,86618.81808035714,75060.33234375
2024-11-25,93102.296875,-0.05011051933125821,87823.14136904762,75665.99921875
2024-11-26,91985.3203125,-0.011997304040733403,88900.55840773809,76260.972421875
2024-11-27,95962.53125,0.04323745271515378,89868.34188988095,76937.583671875
2024-11-28,95652.46875,-0.0032310787967048116,90808.70424107143,77638.991015625
2024-11-29,97461.5234375,0.018912786163713058,91804.70647321429,78382.731484375
2024-11-30,96449.0546875,-0.010388394458550332,92741.38206845238,79062.81078125
2024-12-01,97279.7890625,0.008613193542348574,93541.64880952382,79744.54609375
2024-12-02,95865.3046875,-0.01454037255458307,93882.78311011905,80404.8246875
2024-12-03,96002.1640625,0.0014276215513644441,94265.94270833333,81003.94546875
2024-12-04,98768.53125,0.02881567529768403,94655.67447916667,81638.49390625
2024-12-05,96593.5703125,-0.022020788503929523,95100.5859375,82218.1109375
2024-12-06,99920.7109375,0.03444474217316973,95522.23846726191,82868.5284375
2024-12-07,99923.3359375,2.627082989481444e-05,95968.18415178571,83498.619375
2024-12-08,101236.015625,0.013136868131795154,96510.57291666667,84156.085
2024-12-09,97432.71875,-0.03756861480096407,96838.671875,84724.7053125
2024-12-10,96675.4296875,-0.007772430783165474,97044.94047619047,85310.856875
2024-12-11,101173.03125,0.04652269534294651,97370.34709821429,85987.089375
2024-12-12,100043.0,-0.011169293200355757,97443.59821428571,86659.30546875
2024-12-13,101459.2578125,0.014156490833941326,97560.81696428571,87325.26953125
2024-12-14,101372.96875,-0.0008504799301751742,97732.04017857143,88019.880625
2024-12-15,104298.6953125,0.02886101293644905,98031.31994047618,88765.560625
2024-12-16,106029.71875,0.016596788984881483,98646.91145833333,89527.5690625
2024-12-17,106140.6015625,0.001045771070669721,99320.97247023809,90252.2259375
2024-12-18,100041.5390625,-0.057462106019896764,99515.2109375,90798.646875
2024-12-19,97490.953125,-0.025495268879325628,99602.7578125,91301.67515625
2024-12-20,97755.9296875,0.002717960528709318,99616.77715773809,91852.49
2024-12-21,97224.7265625,-0.005433973434635808,99653.71391369047,92407.33515625
2024-12-22,95104.9375,-0.021802983021374844,99550.14955357143,92923.6484375
2024-12-23,94686.2421875,-0.004402456102765462,99494.00372023809,93442.5509375
2024-12-24,98676.09375,0.04213760595334648,99621.33370535714,94059.84265625
2024-12-25,99299.1953125,0.0063146152104343045,99646.60342261905,94658.6353125
2024-12-26,95795.515625,-0.03528406928650052,99608.60081845238,95061.7640625
2024-12-27,94164.859375,-0.017022260795415023,99334.51264880953,95426.9640625
2024-12-28,95163.9296875,0.010609799867287384,99107.87425595238,95799.333125
2024-12-29,93530.2265625,-0.017167251608511402,98740.93191964286,96134.3603125
2024-12-30,92643.2109375,-0.00948373223930199,98512.86011904762,96377.74078125
2024-12-31,93429.203125,0.008484077565384274,98358.27790178571,96472.29515625
2025-01-01,94419.7578125,0.010602195613021781,98036.69345238095,96601.5740625
2025-01-02,96886.875,0.026129247147606893,97886.40178571429,96727.62828125
2025-01-03,98107.4296875,0.012597729955682757,97726.79092261905,96944.76828125
2025-01-04,98236.2265625,0.0013128146911018934,97577.42224702382,97088.17265625
2025-01-05,98314.9609375,0.0008014800420892421,97292.48251488095,97243.30234375
2025-01-06,102078.0859375,0.03827621924594227,97104.30952380953,97487.94703125
2025-01-07,96922.703125,-0.05050430525956884,96665.36197916667,97615.54828125
2025-01-08,95043.5234375,-0.019388436629511285,96427.36123511905,97669.54296875
2025-01-09,92484.0390625,-0.026929603222076492,96188.93675595238,97632.43390625
2025-01-10,94701.453125,0.023976181025154863,96043.48549107143,97556.3684375
2025-01-11,94566.59375,-0.001424047578467369,95916.90773809524,97467.74703125
2025-01-12,94488.4375,-0.0008264678561502592,95887.55059523809,97401.97015625
2025-01-13,94516.5234375,0.00029724205673309356,95879.46875,97332.02421875
2025-01-14,96534.046875,0.021345722040169157,95777.46651785714,97400.65921875
2025-01-15,100504.4921875,0.041129999632577796,95834.86160714286,97571.04265625
2025-01-16,99756.90625,-0.0074383335632930425,96023.49925595238,97646.93015625
2025-01-17,104462.0390625,0.04716598568833419,96513.84114583333,97823.1215625
2025-01-18,104408.0703125,-0.000516635042589142,96954.03831845238,97962.0525
2025-01-19,101089.609375,-0.03178356737719257,97314.00892857143,98054.86359375
2025-01-20,102016.6640625,0.009170622908047932,97760.36383928571,98149.60109375
2025-01-21,106146.265625,0.040479676535688514,98365.93824404762,98355.2203125
2025-01-22,103653.0703125,-0.023488299826845638,98805.61979166667,98508.2384375
2025-01-23,103960.171875,0.002962783076025932,99142.44345238095,98612.07125
2025-01-24,104819.484375,0.008265785680243276,99462.06510416667,98776.58953125
2025-01-25,104714.6484375,-0.0010001569662844156,99770.56138392857,98872.46828125
2025-01-26,102682.5,-0.019406534499448846,99978.53943452382,98927.6515625
2025-01-27,102087.6875,-0.005792734886665207,99978.99665178571,98944.685
2025-01-28,101332.4765625,-0.007397669160641884,100188.98586309524,99022.68015625
2025-01-29,103703.2109375,0.023395602825692086,100601.35193452382,99163.23578125
2025-01-30,104735.3046875,0.009952379879751394,101184.74553571429,99234.48125
2025-01-31,102405.0234375,-0.022249243050878498,101551.58221726191,99281.72171875
2025-02-01,100655.90625,-0.017080384621634526,101841.54947916667,99265.6546875
2025-02-02,97688.9765625,-0.02947596219670423,101993.95610119047,99191.97484375
2025-02-03,101405.421875,0.03804365081173988,102321.99888392857,99134.109375
2025-02-04,97871.8203125,-0.034846278405663456,102385.70238095238,98970.95140625
2025-02-05,96615.4453125,-0.012836943218062724,102200.50967261905,98780.44828125
2025-02-06,96593.296875,-0.00022924323774897726,102049.86160714286,98711.4834375
2025-02-07,96529.0859375,-0.0006647556256734743,101672.10193452382,98692.24609375
2025-02-08,96482.453125,-0.00048309597099249757,101294.69159226191,98666.7765625
2025-02-09,96500.09375,0.00018283765004545316,101076.14322916667,98652.28390625
2025-02-10,97437.5546875,0.009714611676219231,100858.09040178571,98698.93625
2025-02-11,95747.4296875,-0.017345724709743937,100362.90773809524,98720.16
2025-02-12,97885.859375,0.02233406885677658,100088.27864583333,98704.3553125
2025-02-13,96623.8671875,-0.012892487184132717,99738.93080357143,98650.84875
2025-02-14,97508.96875,0.009160278803397981,99390.81101190476,98685.1178125
2025-02-15,97580.3515625,0.0007320640697474623,99051.08258928571,98753.42765625
2025-02-16,96175.03125,-0.014401672980240199,98741.203125,98773.6496875
2025-02-17,95773.3828125,-0.004176223623530095,98440.52194940476,98818.5128125
2025-02-18,95539.546875,-0.0024415545387781457,98164.66815476191,98876.43953125
2025-02-19,96635.609375,0.011472343504350446,97828.11569940476,98940.56765625
2025-02-20,98333.9375,0.017574558032842136,97523.28869047618,99018.85125
2025-02-21,96125.546875,-0.02245807176184722,97224.26599702382,99003.6246875
2025-02-22,96577.7578125,0.0047043783073406065,97030.06845238095,98973.03125
2025-02-23,96273.921875,-0.0031460239332733453,96962.68489583333,98933.78515625
2025-02-24,91418.171875,-0.05043681513571874,96487.1015625,98795.849375
2025-02-25,88736.171875,-0.029337712021491935,96052.07068452382,98529.01109375
2025-02-26,84347.0234375,-0.04946290046952739,95467.86011904762,98277.4975
2025-02-27,84704.2265625,0.004234922709094535,94901.71391369047,98070.7115625
2025-02-28,84373.0078125,-0.003910297790814532,94322.85305059524,97908.4909375
2025-03-01,86031.9140625,0.019661575342751147,93825.20833333333,97735.10015625
2025-03-02,94248.3515625,0.09550452979612856,93717.98251488095,97728.7353125
2025-03-03,86065.671875,-0.08682040111941614,93176.46428571429,97560.28
2025-03-04,87222.1953125,0.013437685575495406,92770.50074404762,97414.3934375
2025-03-05,90623.5625,0.03899657851208138,92424.67708333333,97296.18375
2025-03-06,89961.7265625,-0.007303133084179958,92107.43229166667,97085.3284375
2025-03-07,86742.671875,-0.0357824911826653,91594.75148809524,96825.04375
2025-03-08,86154.59375,-0.006779571257010009,91050.66778273809,96458.89484375
2025-03-09,80601.0390625,-0.0644603432710168,90309.04910714286,95982.75421875
2025-03-10,78532.0,-0.02567012890361897,89488.03087797618,95531.60203125
2025-03-11,82862.2109375,0.05513944554449135,88884.34821428571,95148.51296875
2025-03-12,83722.359375,0.010380466895202334,88269.43154761905,94700.03484375
2025-03-13,81066.703125,-0.0317197970748182,87447.18229166667,94248.3075
2025-03-14,83969.1015625,0.03580259620308812,86868.30394345238,93848.48609375
2025-03-15,84343.109375,0.004454112352525463,86285.70163690476,93438.95859375
2025-03-16,82579.6875,-0.020907717157540473,85633.59523809524,92996.259375
2025-03-17,84075.6875,0.018115835083536647,85283.953125,92624.123125
2025-03-18,82718.5,-0.016142449028442418,84997.39732142857,92236.739375
2025-03-19,86854.2265625,0.049997601050550955,85116.78794642857,91947.174375
2025-03-20,84167.1953125,-0.030937253791171848,85091.21502976191,91556.4540625
2025-03-21,84043.2421875,-0.0014727011460912154,85075.51190476191,91142.6128125
2025-03-22,83832.484375,-0.0025077306278807887,84970.77715773809,90771.16203125
2025-03-23,86054.375,0.026503933905394295,84580.58779761905,90479.13140625
2025-03-24,87498.9140625,0.016786352378946434,84648.83742559524,90275.33015625
2025-03-25,87471.703125,-0.0003109860024155253,84660.71875,89996.65578125
2025-03-26,86900.8828125,-0.00652577110204744,84483.44828869047,89777.23703125
2025-03-27,87177.1015625,0.003178549412391707,84350.84709821429,89588.47015625
2025-03-28,84353.1484375,-0.032393289916566204,84237.06026785714,89343.6671875
2025-03-29,82597.5859375,-0.020812056603918605,84067.67894345238,89065.0371875
2025-03-30,82334.5234375,-0.0031848691098436133,84150.22581845238,88782.07859375
2025-03-31,82548.9140625,0.0026038970780313253,84341.50744047618,88503.055
2025-04-01,85169.171875,0.0317418810684309,84451.36272321429,88257.68734375
2025-04-02,82485.7109375,-0.031507420800550134,84392.47470238095,87992.45296875
2025-04-03,83102.828125,0.007481504135517403,84489.43303571429,87696.79234375
2025-04-04,83843.8046875,0.008916382019940938,84483.46651785714,87441.19109375
2025-04-05,83504.796875,-0.004043325726492686,84443.546875,87161.10765625
2025-04-06,78214.484375,-0.06335339642726368,84235.68005952382,86773.7903125
2025-04-07,79235.3359375,0.013051950296130821,84005.18712797618,86434.99640625
2025-04-08,76271.953125,-0.03739976334343409,83698.20870535714,86044.9678125
2025-04-09,82573.953125,0.0826253916648998,83494.38616071429,85785.6559375
2025-04-10,79626.140625,-0.0356990599146636,83278.14546130953,85445.4665625
2025-04-11,83404.8359375,0.04745546227457886,83247.74516369047,85146.88453125
2025-04-12,85287.109375,0.022567917271733462,83317.01302083333,84930.11578125
2025-04-13,83684.9765625,-0.01878516957885823,83204.18452380953,84672.26015625
2025-04-14,84542.390625,0.010245734631468162,83063.39769345238,84437.62953125
2025-04-15,83668.9921875,-0.01033089354397465,82882.31622023809,84282.6459375
2025-04-16,84033.8671875,0.004360934564412222,82745.79166666667,84188.59984375
2025-04-17,84895.75,0.01025637449930672,82637.15587797618,84199.574375
2025-04-18,84450.8046875,-0.005241078764249063,82641.80617559524,84194.5059375
2025-04-19,85063.4140625,0.007254038339443714,82759.2265625,84208.3140625
2025-04-20,85174.3046875,0.0013036230231544543,82894.45424107143,84191.161875
2025-04-21,87518.90625,0.027527099529631727,83131.12053571429,84056.57296875
2025-04-22,93441.890625,0.06767662701452015,83525.05952380953,84204.09734375
2025-04-23,93699.109375,0.0027527134594511615,84059.03087797618,84333.635625
2025-04-24,93943.796875,0.0026114175645013393,84575.26748511905,84400.0403125
2025-04-25,94720.5,0.008267742531563593,85093.20535714286,84495.21578125
2025-04-26,94646.9296875,-0.0007767095032226168,85623.78311011905,84653.3009375
2025-04-27,93754.84375,-0.00942540809771053,86363.80022321429,84805.3059375
2025-04-28,94978.75,0.013054325526514532,87113.48660714286,85092.86015625
2025-04-29,94284.7890625,-0.007306486319308303,87971.24069940476,85407.9159375
2025-04-30,94207.3125,-0.0008217291810309613,88525.21019345238,85634.81796875
2025-05-01,96492.3359375,0.02425526614507767,89328.36235119047,85890.2175
2025-05-02,96910.0703125,0.0043291974532626565,89971.46875,86207.08484375
2025-05-03,95891.796875,-0.010507405827035687,90476.45386904762,86445.53875
2025-05-04,94315.9765625,-0.016433317174712747,90982.69196428571,86644.99609375
2025-05-05,94748.0546875,0.0045811763897039,91468.67596726191,86888.3634375
2025-05-06,96802.4765625,0.02168299794413664,92094.07998511905,87142.89921875
2025-05-07,97032.3203125,0.0023743581586117557,92713.05394345238,87429.175625
2025-05-08,103241.4609375,0.06399043746457878,93586.65922619047,87756.9203125
2025-05-09,102970.8515625,-0.002621130818400763,94468.56622023809,88132.9934375
2025-05-10,104696.328125,0.016756941758927724,95403.46688988095,88546.05515625
2025-05-11,104106.359375,-0.005635047193781384,96304.99330357143,88951.53265625
2025-05-12,102812.953125,-0.01242389281274392,97033.28125,89286.70421875
2025-05-13,104169.8125,0.013197358248725033,97544.13467261905,89620.1221875
2025-05-14,103539.4140625,-0.006051642240404331,98012.72061011905,89941.47640625
2025-05-15,103744.640625,0.00198211052629782,98479.42745535714,90278.3515625
2025-05-16,103489.2890625,-0.0024613470244020386,98896.98883928571,90604.5953125
2025-05-17,103191.0859375,-0.0028814878109744146,99303.85342261905,90981.3540625
2025-05-18,106446.0078125,0.03154266519659865,99908.19456845238,91458.3225
2025-05-19,105606.1796875,-0.007889709931436006,100414.26264880953,91923.755625
2025-05-20,106791.0859375,0.011220046530480143,101009.80059523809,92408.5990625
2025-05-21,109678.078125,0.027034018449719976,101746.50372023809,92898.7771875
2025-05-22,111673.28125,0.018191448638679386,102469.40587797618,93482.52859375
2025-05-23,107287.796875,-0.03927066820202352,102963.58333333333,93966.22796875
2025-05-24,107791.15625,0.004691674073487251,103530.21949404762,94445.175
2025-05-25,109035.390625,0.011543009819045436,104231.14397321429,94955.786875
2025-05-26,109440.3671875,0.003714175371671846,104930.77790178571,95580.30453125
2025-05-27,108994.640625,-0.004072780217708405,105511.35714285714,96175.490625
2025-05-28,107802.328125,-0.010939184653144474,106024.21465773809,96806.098125
2025-05-29,105641.7578125,-0.020041963379443528,106138.51450892857,97267.45421875
2025-05-30,103998.5703125,-0.015554336978341854,106187.45349702382,97754.9028125
2025-05-31,104638.09375,0.006149348357177731,106184.68043154762,98179.56796875
2025-06-01,105652.1015625,0.009690618169351017,106258.28720238095,98586.8678125
2025-06-02,105881.53125,0.0021715582000447764,106404.40997023809,99030.79890625
2025-06-03,105432.46875,-0.004241178746647534,106464.53645833333,99448.60046875
2025-06-04,104731.984375,-0.0066439151364365845,106521.32552083333,99869.8603125
2025-06-05,101575.953125,-0.030134359325224014,106418.0546875,100220.70203125
2025-06-06,104390.34375,0.027707252931573167,106460.96205357143,100610.59390625
2025-06-07,105615.625,0.011737496074678777,106576.41629464286,101033.8903125
